nome,endereco,telefone,website,categoria,nota,reviews,latitude,longitude,place_id,fonte,data_coleta,horario_funcionamento,nivel_preco,score,criterios_atingidos,qualificado,nivel_qualificacao,data_qualificacao,observacoes_qualificacao
Nova Yara Panificadora,"R. Cap. João Cesário, 98 - Penha de França, São Paulo - SP, 03603-000",(11) 2646-5151,https://www.instagram.com/padarianovayara?igsh=M3h3M2x0ajNuMG0w,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,12123,-23.52375,-46.5495672,ChIJuUQuUVFezpQRDfjhhWPY76Y,Google Places,03/09/2025 20:26:29,"['segunda-feira: Atendimento 24 horas', 'terça-feira: Atendimento 24 horas', 'quarta-feira: Atendimento 24 horas', 'quinta-feira: Atendimento 24 horas', 'sexta-feira: Atendimento 24 horas', 'sábado: Atendimento 24 horas', 'domingo: 00:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:45,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria São João da Penha,"R. Aracati, 63 - Guaiauna, São Paulo - SP, 03630-000",(11) 2225-1919,https://www.instagram.com/padariasaojoaopenha/,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",3.8,681,-23.5312666,-46.5465117,ChIJV0UkSgBfzpQROkCSm8iQ0AI,Google Places,03/09/2025 20:26:31,"['segunda-feira: 05:30\u2009–\u200922:30', 'terça-feira: 05:30\u2009–\u200922:30', 'quarta-feira: 05:30\u2009–\u200922:30', 'quinta-feira: 05:30\u2009–\u200922:30', 'sexta-feira: 05:30\u2009–\u200922:30', 'sábado: 05:30\u2009–\u200922:30', 'domingo: 05:30\u2009–\u200922:30']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:45,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Panificadora São Pedro,"Rua Frei Mont'Alverne, 446 - Vila Aricanduva, São Paulo - SP, 03505-030",(11) 2295-3067,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.5,1393,-23.5367552,-46.5375176,ChIJoYo-DmtezpQR8HAwm4mW9JA,Google Places,03/09/2025 20:26:34,"['segunda-feira: 05:30\u2009–\u200923:00', 'terça-feira: 05:30\u2009–\u200923:00', 'quarta-feira: 05:30\u2009–\u200923:00', 'quinta-feira: 05:30\u2009–\u200923:00', 'sexta-feira: 05:30\u2009–\u200923:00', 'sábado: 05:30\u2009–\u200922:30', 'domingo: 05:30\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:45,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Bella Paulista,"Rua Haddock Lobo, 354 - Cerqueira César, São Paulo - SP, 01414-000",(11) 3214-3347,https://padariabellapaulista.com.br/,"['bakery', 'cafe', 'storage', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.5,53304,-23.5561273,-46.6601218,ChIJPZ_iuTJYzpQRxC3-CJjKL9g,Google Places,03/09/2025 20:26:36,"['segunda-feira: Atendimento 24 horas', 'terça-feira: Atendimento 24 horas', 'quarta-feira: Atendimento 24 horas', 'quinta-feira: Atendimento 24 horas', 'sexta-feira: Atendimento 24 horas', 'sábado: Atendimento 24 horas', 'domingo: Atendimento 24 horas']",3,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:46,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Padaria Manuella,"Rua Monte Serrat, 1460 - Tatuapé, São Paulo - SP, 03312-001",(11) 99899-0525,http://www.padariamanuella.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.2,2871,-23.5506531,-46.5599844,ChIJgVwCVI9ezpQRChxEYl_VFts,Google Places,03/09/2025 20:26:38,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:46,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Requinte Centro Gastronômico,"Av. Amador Bueno da Veiga, 1312 - Vila Centenario, São Paulo - SP, 03635-000",(11) 2958-6965,http://www.requinte.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,14398,-23.5230466,-46.5322328,ChIJdRx1FUhezpQRMxbkpC3XlLs,Google Places,03/09/2025 20:26:41,"['segunda-feira: 06:00\u2009–\u200922:30', 'terça-feira: 06:00\u2009–\u200922:30', 'quarta-feira: 06:00\u2009–\u200922:30', 'quinta-feira: 06:00\u2009–\u200922:30', 'sexta-feira: 06:00\u2009–\u200922:30', 'sábado: 06:00\u2009–\u200922:30', 'domingo: 06:00\u2009–\u200922:30']",3,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Sabor do Trigo,"Av. Conselheiro Carrão, 1830 - Vila Carrão, São Paulo - SP, 03402-001",(11) 2294-8684,,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,2319,-23.5461143,-46.5433967,ChIJMUL2OXBezpQRWSCHpsna38Y,Google Places,03/09/2025 20:26:43,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Lisboa,"Praça Sílvio Romero, 112 - Vila Gomes Cardim, São Paulo - SP, 03318-000",(11) 2295-9444,https://epadoca.com/lisboa/delivery-retirada,"['bakery', 'meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,6277,-23.5462308,-46.5740403,ChIJ6yq6vepezpQRoEa7FS5Vbyc,Google Places,03/09/2025 20:26:45,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:49,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Padaria A Poesia Tatuapé,"R. São Jorge, 373 - Parque São Jorge, São Paulo - SP, 03087-000",(11) 2295-0693,https://www.apoesia.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,6863,-23.5298783,-46.5657183,ChIJ70jZEKxTzpQR89QWr6X8aZw,Google Places,03/09/2025 20:26:47,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Casa Nápoles,"Rua Acuruí - Vila Formosa, São Paulo - SP, 03355-000",(11) 2364-0548,http://www.casanapoles.com.br/,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.5,8409,-23.5590458,-46.5528767,ChIJlRFpPfBdzpQRW4aYU1MyWNQ,Google Places,03/09/2025 20:26:49,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Panificadora Carolina do Tatuapé Pães e Doces,"R. Antônio de Barros, 1909 - Tatuapé, São Paulo - SP, 03401-001",(11) 2227-1543,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,241,-23.5468143,-46.5552602,ChIJJfOpxYlezpQRPrJ7AuxCpWw,Google Places,03/09/2025 20:26:52,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200914:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Leila - Paes & Doces,"R. Serra de Botucatu, 2026 - Chácara Califórnia, São Paulo - SP, 03317-001",(11) 2092-2081,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,203,-23.5408136,-46.5521898,ChIJU54y-WBezpQRUUuLJhUVRNY,Google Places,03/09/2025 20:26:54,"['segunda-feira: 05:30\u2009–\u200922:00', 'terça-feira: 05:30\u2009–\u200922:00', 'quarta-feira: 05:30\u2009–\u200922:00', 'quinta-feira: 05:30\u2009–\u200922:00', 'sexta-feira: 05:30\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Casa Tenoli Padaria (Tivoli),"Av. Azevedo, 261 - Tatuapé, São Paulo - SP, 03308-000",(11) 2295-6770,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,1169,-23.5415343,-46.5708039,ChIJN4cUOi9fzpQRsGf9QG37yrw,Google Places,03/09/2025 20:26:56,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Guilherme Giorgi,"Atendimento online via watssap (11)95371, 5707Av. Guilherme Giorgi, 251 - Vila Carrão, São Paulo - SP, 03422-000",(11) 2942-9204,,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.1,1616,-23.5490224,-46.5422453,ChIJk3S-JXFezpQRXGQpcwRODOQ,Google Places,03/09/2025 20:26:59,"['segunda-feira: 05:30\u2009–\u200922:00', 'terça-feira: 05:30\u2009–\u200922:00', 'quarta-feira: 05:30\u2009–\u200922:00', 'quinta-feira: 05:30\u2009–\u200922:00', 'sexta-feira: 05:30\u2009–\u200922:00', 'sábado: 05:30\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Ceret Padaria,"R. Emília Marengo, 845 - Tatuapé, São Paulo - SP, 03336-000",(11) 2671-5729,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,3759,-23.5545837,-46.5594745,ChIJURraoIZezpQRzqMb6FLmXxc,Google Places,03/09/2025 20:27:01,"['segunda-feira: 05:00\u2009–\u200923:00', 'terça-feira: 05:00\u2009–\u200923:00', 'quarta-feira: 05:00\u2009–\u200923:00', 'quinta-feira: 05:00\u2009–\u200923:00', 'sexta-feira: 05:00\u2009–\u200923:00', 'sábado: 05:30\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Casa Virginia,"Al. Rainha Santa, 422 - Vila Santa Isabel, São Paulo - SP, 03425-060",(11) 2781-0964,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,1517,-23.5580327,-46.5382633,ChIJ7cDYK9xdzpQRystjaoaHUwM,Google Places,03/09/2025 20:27:03,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Forno São Paulo,"R. Tuiuti, 3053 - Tatuapé, São Paulo - SP, 03307-000",(11) 2337-6816,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",3.8,72,-23.5523507,-46.5725802,ChIJn_ZoT5ZezpQRJY9RKgA4q2o,Google Places,03/09/2025 20:27:05,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 20:27:50,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
