nome,endereco,telefone,website,categoria,nota,reviews,latitude,longitude,place_id,fonte,data_coleta,horario_funcionamento,nivel_preco,score,criterios_atingidos,qualificado,nivel_qualificacao,data_qualificacao,observacoes_qualificacao
Padaria Sabor do Trigo,"Av. Conselheiro Carrão, 1830 - Vila Carrão, São Paulo - SP, 03402-001",(11) 2294-8684,,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,2319,-23.5461143,-46.5433967,ChIJMUL2OXBezpQRWSCHpsna38Y,Google Places,03/09/2025 17:15:55,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Casa Nápoles,"Rua Acuruí - Vila Formosa, São Paulo - SP, 03355-000",(11) 2364-0548,http://www.casanapoles.com.br/,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.5,8408,-23.5590458,-46.5528767,ChIJlRFpPfBdzpQRW4aYU1MyWNQ,Google Places,03/09/2025 17:15:57,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Lisboa,"Praça Sílvio Romero, 112 - Vila Gomes Cardim, São Paulo - SP, 03318-000",(11) 2295-9444,https://epadoca.com/lisboa/delivery-retirada,"['bakery', 'meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,6278,-23.5462308,-46.5740403,ChIJ6yq6vepezpQRoEa7FS5Vbyc,Google Places,03/09/2025 17:16:00,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Panificadora Carolina do Tatuapé Pães e Doces,"R. Antônio de Barros, 1909 - Tatuapé, São Paulo - SP, 03401-001",(11) 2227-1543,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,241,-23.5468143,-46.5552602,ChIJJfOpxYlezpQRPrJ7AuxCpWw,Google Places,03/09/2025 17:16:02,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200914:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria A Poesia Tatuapé,"R. São Jorge, 373 - Parque São Jorge, São Paulo - SP, 03087-000",(11) 2295-0693,https://www.apoesia.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,6862,-23.5298783,-46.5657183,ChIJ70jZEKxTzpQR89QWr6X8aZw,Google Places,03/09/2025 17:16:04,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Padaria Leila - Paes & Doces,"R. Serra de Botucatu, 2026 - Chácara Califórnia, São Paulo - SP, 03317-001",(11) 2092-2081,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,203,-23.5408136,-46.5521898,ChIJU54y-WBezpQRUUuLJhUVRNY,Google Places,03/09/2025 17:16:06,"['segunda-feira: 05:30\u2009–\u200922:00', 'terça-feira: 05:30\u2009–\u200922:00', 'quarta-feira: 05:30\u2009–\u200922:00', 'quinta-feira: 05:30\u2009–\u200922:00', 'sexta-feira: 05:30\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Casa Tenoli Padaria (Tivoli),"Av. Azevedo, 261 - Tatuapé, São Paulo - SP, 03308-000",(11) 2295-6770,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,1169,-23.5415343,-46.5708039,ChIJN4cUOi9fzpQRsGf9QG37yrw,Google Places,03/09/2025 17:16:09,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Guilherme Giorgi,"Atendimento online via watssap (11)95371, 5707Av. Guilherme Giorgi, 251 - Vila Carrão, São Paulo - SP, 03422-000",(11) 2942-9204,,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.1,1616,-23.5490224,-46.5422453,ChIJk3S-JXFezpQRXGQpcwRODOQ,Google Places,03/09/2025 17:16:11,"['segunda-feira: 05:30\u2009–\u200922:00', 'terça-feira: 05:30\u2009–\u200922:00', 'quarta-feira: 05:30\u2009–\u200922:00', 'quinta-feira: 05:30\u2009–\u200922:00', 'sexta-feira: 05:30\u2009–\u200922:00', 'sábado: 05:30\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Ceret Padaria,"R. Emília Marengo, 845 - Tatuapé, São Paulo - SP, 03336-000",(11) 2671-5729,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,3759,-23.5545837,-46.5594745,ChIJURraoIZezpQRzqMb6FLmXxc,Google Places,03/09/2025 17:16:13,"['segunda-feira: 05:00\u2009–\u200923:00', 'terça-feira: 05:00\u2009–\u200923:00', 'quarta-feira: 05:00\u2009–\u200923:00', 'quinta-feira: 05:00\u2009–\u200923:00', 'sexta-feira: 05:00\u2009–\u200923:00', 'sábado: 05:30\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:49,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria São Paulo,"R. Sete de Outubro, 15 - Parque Savoy City, São Paulo - SP, 03407-040",,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",0.0,0,-23.5408566,-46.5521527,ChIJ3aIz-WBezpQRzHFf8fkdciw,Google Places,03/09/2025 17:16:15,[],0,2,"['Endereço válido', 'Nome válido']",False,Baixo,03/09/2025 17:16:49,"Lead com baixa qualificação. Critérios atingidos: Endereço válido, Nome válido"
